Status;Emotional state;Pose;Friendly name;Animation name;Animation type;Transition;Look ats;Tags;Dialog generator - animation speed;Generator generator - animation weight
;;;Question 02;add_gesture_question_02;Add;;;Question, Talk;0.72-1.0;0.4-1.0
;;;Question 03;add_gesture_question_03;Add;;;Question, Talk;0.72-1.0;0.4-1.0
;;;Question 04;add_gesture_question_04;Add;;;Question, Talk;0.72-1.0;0.4-1.0
;;;Question 05;add_gesture_question_05;Add;;;Question, Talk;0.72-1.0;0.4-1.0
;;;Question 06;add_gesture_question_06;Add;;;Question, Talk;0.72-1.0;0.4-1.0
;;;Question 07;add_gesture_question_07;Add;;;Question, Talk;0.72-1.0;0.4-1.0
;;;Question Hand Flick 01;add_gesture_question_hand_flick_01;Add;;;Question;0.72-1.0;0.4-1.0
;;;Question Hand Flick 01;add_gesture_question_hand_flick_01;Add;;;Question;0.72-1.0;0.4-1.0
;;;Question Hand Flick 02;add_gesture_question_hand_flick_02;Add;;;Question;0.72-1.0;0.4-1.0
;;;Question Aggressive 01;add_gesture_question_aggressive_01;Add;;;Shout, Question;0.72-1.0;0.4-1.0
;;;Question Closeup 01;add_gesture_closeup_question_01;Add;;;Question, Talk;0.72-1.0;0.4-1.0
;;;Question Closeup 02;add_gesture_closeup_question_02;Add;;;Quesiton, Talk;0.72-1.0;0.4-1.0
;;;Question Closeup 03;add_gesture_closeup_question_03;Add;;;Question, Talk;0.72-1.0;0.4-1.0
;;;Shout 01;add_gesture_shout_01;Add;;;Shout;0.72-1.0;0.4-1.0
;;;Shout 02;add_gesture_shout_02;Add;;;Shout;0.72-1.0;0.4-1.0
;;;Shout 03;add_gesture_shout_03;Add;;;Shout;0.72-1.0;0.4-1.0
;;;Shout Decline 01;add_gesture_shout_decline_01;Add;;;Shout;0.72-1.0;0.4-1.0
;;;Point Forward;add_gesture_point_forward;Add;;;;0.72-1.0;0.4-1.0
;;;Point Forward Straight;add_gesture_point_forward_straight;Add;;;;0.72-1.0;0.4-1.0
;;;Point Left Broad;add_gesture_point_left_broad;Add;;;;0.72-1.0;0.4-1.0
;;;Point Left Slight;add_gesture_point_left_slight;Add;;;;0.72-1.0;0.4-1.0
;;;Point Left Straight;add_gesture_point_left_straight;Add;;;;0.72-1.0;0.4-1.0
;;;Point Right Broad;add_gesture_point_right_broad;Add;;;;0.72-1.0;0.4-1.0
;;;Point Right Slight;add_gesture_point_right_slight;Add;;;;0.72-1.0;0.4-1.0
;;;Point Right Straight;add_gesture_point_right_straight;Add;;;;0.72-1.0;0.4-1.0
;;;Point Back Straight;add_gesture_point_back_straight;Add;;;;0.72-1.0;0.4-1.0
;;;Arm Relax;add_idle_arm_relax;Add;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;Weight Shift 01;add_idle_weight_shift_01;Add;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;Weight Shift 02;add_idle_weight_shift_02;Add;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;Weight Shift 03;add_idle_weight_shift_03;Add;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;Weight Shift 04;add_idle_weight_shift_04;Add;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;Weight Shift 05;add_idle_weight_shift_05;Add;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;Weight Shift 06;add_idle_weight_shift_06;Add;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;Reaction Afraid 01;add_reaction_afraid_01;Add;;;React, Listen;0.72-1.0;0.4-1.0
;;;Reaction Afraid 01;add_reaction_afraid_02;Add;;;React, Listen;0.72-1.0;0.4-1.0
;;;Reaction Aggro Bend Forward;add_reaction_aggro_bend_forward;Add;;;React, Listen;0.72-1.0;0.4-1.0
;;;Reaction Aggro 01;add_reaction_aggro_01;Add;;;React, Listen;0.72-1.0;0.4-1.0
;;;Reaction Aggro 02;add_reaction_aggro_02;Add;;;React, Listen;0.72-1.0;0.4-1.0
;;;Reaction Agreeing Nod 01;add_reaction_agreeing_nod_01;Add;;;React, Listen;0.72-1.0;0.4-1.0
;;;Reaction Agreeing Nod 02;add_reaction_agreeing_nod_02;Add;;;React, Listen;0.72-1.0;0.4-1.0
;;;Reaction Ashamed 01;add_reaction_ashamed_01;Add;;;React, Listen;0.72-1.0;0.4-1.0
;;;Reaction Laugh 01;add_reaction_laugh_01;Add;;;React, Listen;0.72-1.0;0.4-1.0
;;;Reaction Chuckle 01;add_reaction_chukle_01;Add;;;React, Listen;0.72-1.0;0.4-1.0
;;;Reaction Offended 01;add_reaction_offended_01;Add;;;React, Listen;0.72-1.0;0.4-1.0
;;;Reaction Offended 01;add_reaction_offended_02;Add;;;React, Listen;0.72-1.0;0.4-1.0
;;;Reaction Shake Head 01;add_reaction_shake_head_01;Add;;;React, Listen;0.72-1.0;0.4-1.0
;;;Reaction Shake Head 02;add_reaction_shake_head_02;Add;;;React, Listen;0.72-1.0;0.4-1.0
;;;Reaction Sigh 01;add_reaction_sigh_01;Add;;;React, Listen;0.72-1.0;0.4-1.0
;;;Reaction Sigh 02;add_reaction_sigh_02;Add;;;React, Listen;0.72-1.0;0.4-1.0
mq1060;geralt;geralt;mq1060 potion room geralt;mq1060_02c_potion_room_geralt_01;Custom;;;Custom;0.72-1.0;0.4-1.0
;dead;geralt;mq1060 geralt possesed;mq1060_geralt_dead_being_possessed;Custom;;;Custom;0.72-1.0;0.4-1.0
;victim1;victim1;mq1060 potion room victim 1;mq1060_02c_potion_room_victim_1;Custom;;;Custom;0.72-1.0;0.4-1.0
;victim2;victim2;mq1060 potion room victim 2;mq1060_02c_potion_room_victim_2;Custom;;;Custom;0.72-1.0;0.4-1.0
Low;Aggressive;Kneeling;idle;low_kneeling_aggressive_idle;Idle;;high_kneeling_determined_body_lookat, high_kneeling_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;low_kneeling_aggressive_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
Reinard;Trapped;Hanging;idle;reinard_hanging_trapped;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;to: Reinard Kneeling Tired;reinard_hanging_trapped_to_reinard_kneeling_tired;Transition;Reinard, Tired, Kneeling;;;0.72-1.0;0.4-1.0
;Tired;Kneeling;idle;reinard_kneeling_tired;Idle;;high_kneeling_determined_body_lookat, high_kneeling_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;to: Gameplay Combat;reinard_kneeling_tired_to_combat;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: Reinard Standing Injured;reinard_kneeling_tired_to_reinard_standing_injured;Transition;Reinard, Injured, Standing;;;0.72-1.0;0.4-1.0
;Injured;Standing;idle;reinard_standing_injured;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;conversation step;reinard_standing_injured_conversation_step_01;Gesture;;;;0.72-1.0;0.4-1.0
;;;talk 01;reinard_standing_injured_gesture_talk_01;Gesture;;;;0.72-1.0;0.4-1.0
;;;talk 02;reinard_standing_injured_gesture_talk_02;Gesture;;;;0.72-1.0;0.4-1.0
;;;talk 03;reinard_standing_injured_gesture_talk_03;Gesture;;;;0.72-1.0;0.4-1.0
;;;talk 04;reinard_standing_injured_gesture_talk_04;Gesture;;;;0.72-1.0;0.4-1.0
;;;talk 05;reinard_standing_injured_gesture_talk_05;Gesture;;;;0.72-1.0;0.4-1.0
;;;tourette 01;reinard_standing_injured_gesture_tourette_01;Gesture;;;;0.72-1.0;0.4-1.0
;;;tourette 02;reinard_standing_injured_gesture_tourette_02;Gesture;;;;0.72-1.0;0.4-1.0
;;;tourette 03;reinard_standing_injured_gesture_tourette_03;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: Gameplay Combat;reinard_standing_injured_to_combat;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: Gameplay Combat breaks potion;reinard_standing_injured_to_combat_breaks_potion;Gesture;;;;0.72-1.0;0.4-1.0
;Dead;Lying;idle;mq1060 geralt burns reinhart;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
